sanskrit_word,devanagari,english,pos,category,example,example_meaning
punahpunah,पुनःपुनः,repeatedly,adverb,frequency,पुनःपुनः प्रयत्नं करोति।,He tries repeatedly।
ekadā,एकदा,once,adverb,frequency,एकदा अहं दिल्लीं गतः।,Once I went to Delhi।
dvis,द्विस्,twice,adverb,frequency,द्विस् भोजनं कुरु।,Eat twice।
bahušaḥ,बहुशः,frequently,adverb,frequency,बहुशः सः पुस्तकालयं गच्छति।,He frequently goes to library।
pīṭhaṃ,पीठं,stool,noun,furniture,पीठे उपविशति।,He sits on stool.
mañcaḥ,मञ्चः,cot,noun,furniture,मञ्चे शयनं करोति।,He sleeps on cot.
tāṭaṅkaṃ,ताटङ्कं,shelf,noun,furniture,ताटङ्के पुस्तकानि स्थाप्यन्ते।,Books are placed on shelf.
khaṭvā,खट्वा,bedstead,noun,furniture,खट्वायां शय्या अस्ति।,Bed is on bedstead.
paṭṭikā,पट्टिका,board,noun,furniture,पट्टिकायां लेखः लिख्यते।,Writing is done on board.
phalakaṃ,फलकं,plank,noun,furniture,फलके भोजनं दीयते।,Food is served on plank.
śirāḥ,शिराः,headrest,noun,furniture,शिरसि शिराः दीयते।,Headrest is given for head.
dīvyati,दीव्यति,gambling,noun,games,दीव्यति धनं नश्यति।,Gambling destroys wealth।
paśa,पश,dice,noun,games,पशैः क्रीडति।,He plays with dice।
catur,चतुर,chess,noun,games,चतुरं बुद्धिं वर्धयति।,Chess increases intelligence。
daśapada,दशपद,ludo,noun,games,दशपदे गोटिकाः चलन्ति।,Tokens move in ludo।
kṛiḍā,क्रीडा,play,noun,games,क्रीडा बालानां कार्यम्।,Play is children's work।
vinoda,विनोद,amusement,noun,games,विनोदः मनः रञ्जयति।,Amusement entertains mind।
khela,खेल,game,noun,games,खेलः समूहेन भवति।,Game happens in group।
pratijñā,प्रतिज्ञा,contest,noun,games,प्रतिज्ञायां जयः इष्यते।,Victory is desired in contest।
mañjūṣā,मञ्जूषा,puzzle,noun,games,मञ्जूषा बुद्धिं परीक्षते।,Puzzle tests intelligence。
puṁliṅgaḥ,पुंलिङ्गः,masculine gender,noun,gender,पुंलिङ्गः पुल्लिङ्गे प्रयुज्यते।,Masculine gender is used in masculine.
strīliṅgaḥ,स्त्रीलिङ्गः,feminine gender,noun,gender,स्त्रीलिङ्गः स्त्रीलिङ्गे प्रयुज्यते।,Feminine gender is used in feminine.
napuṁsakam,नपुंसकम्,neuter gender,noun,gender,नपुंसकं नपुंसकलिङ्गे प्रयुज्यते।,Neuter gender is used in neuter.
klībam,क्लीबम्,neuter,noun,gender,क्लीबं वस्तुनः लिङ्गम्।,Neuter is gender of object.
liṅgam,लिङ्गम्,gender,noun,gender,लिङ्गं शब्दस्य भेदकम्।,Gender differentiates words.
pumān,पुमान्,male,noun,gender,पुमान् बलवान् भवति।,Male becomes strong.
yoṣit,योषित्,female,noun,gender,योषित् कोमला भवति।,Female becomes gentle.
ubhayam,उभयम्,both genders,noun,gender,उभये मिलित्वा कार्यं कुर्वतः।,Both work together.
aham,अहम्,I,pronoun,general,अहं पठामि।,I read.
mām,माम्,me,pronoun,general,मां पश्यति।,He sees me.
tvam,त्वम्,you,pronoun,general,त्वं गच्छसि।,You go.
sah,सः,he,pronoun,general,सः वदति।,He speaks.
sā,सा,she,pronoun,general,सा लिखति।,She writes.
tat,तत्,it,pronoun,general,तत् अस्ति।,It is.
vayam,वयम्,we,pronoun,general,वयं पठामः।,We read.
te,ते,they,pronoun,general,ते आगच्छन्ति।,They come.
etat,एतत्,this,pronoun,general,एतत् पुस्तकम्।,This is a book.
tat,तत्,that,pronoun,general,तत् फलम्।,That is a fruit.
kṛipayā,कृपया,please,interjection,general,कृपया उपविशतु।,Please sit.
dhanyavādaḥ,धन्यवादः,thank you,interjection,general,धन्यवादः।,Thank you.
kṣhamyatām,क्षम्यताम्,sorry,interjection,general,क्षम्यताम्।,I am sorry.
ām,आम्,yes,particle,general,आम्, अहं गच्छामि।
na,न,no,particle,general,न, अहं न गच्छामि।
sukham,सुखम्,good,noun,general,सुखं जीवनम्।,Life is good.
duḥkham,दुःखम्,bad,noun,general,दुःखं न वाञ्छनीयम्।,Suffering is not desirable.
samyak,सम्यक्,right,adverb,general,सम्यक् कुरु।,Do it correctly.
asamyak,असम्यक्,wrong,adverb,general,असम्यक् मा कुरु।,Do not do it wrongly.
mahat,महत्,big,adjective,general,महत् गृहम्।,A big house.
alpam,अल्पम्,small,adjective,general,अल्पं फलम्।,A small fruit.
dīrgham,दीर्घम्,long,adjective,general,दीर्घः रज्जुः।,A long rope.
hrasvam,ह्रस्वम्,short,adjective,general,ह्रस्वः पुरुषः।,A short man.
śhīghram,शीघ्रम्,fast,adverb,general,शीघ्रं गच्छ।,Go fast.
mandam,मन्दम्,slow,adverb,general,मन्दं चल।,Walk slowly.
vṛiddham,वृद्धम्,old,adjective,general,वृद्धः मनुष्यः।,An old person.
yuvā,युवा,young,adjective,general,युवा छात्रः।,A young student.
prasannam,प्रसन्नम्,happy,adjective,general,प्रसन्नः बालकः।,A happy child.
duḥkhitam,दुःखितम्,sad,adjective,general,दुःखिता स्त्री।,A sad woman.
pūrṇam,पूर्णम्,full,adjective,general,पूर्णं पात्रम्।,A full vessel.
śhūnyam,शून्यम्,empty,adjective,general,शून्यं गृहम्।,An empty house.
guru,गुरु,heavy,adjective,general,गुरुः शिला।,A heavy rock.
laghu,लघु,light,adjective,general,लघुः पत्रम्।,A light leaf.
kaṭhoram,कठोरम्,hard,adjective,general,कठोरः प्रस्तरः।,A hard stone.
mṛidu,मृदु,soft,adjective,general,मृदुः सूत्रम्।,A soft thread.
tīkṣhṇam,तीक्ष्णम्,sharp,adjective,general,तीक्ष्णं शस्त्रम्।,A sharp weapon.
mandam,मन्दम्,dull,adjective,general,मन्दं चाक्षुषम्।,Dull eyesight.
gambhīram,गम्भीरम्,deep,adjective,general,गम्भीरं सरोवरम्।,A deep lake.
agambhīram,अगम्भीरम्,shallow,adjective,general,अगम्भीरं जलम्।,Shallow water.
śhuddham,शुद्धम्,clean,adjective,general,शुद्धं वस्त्रम्।,Clean clothes.
aśhuchiḥ,अशुचिः,dirty,adjective,general,अशुचिः पात्रम्।,A dirty vessel.
śhuṣhkam,शुष्कम्,dry,adjective,general,शुष्कं काष्ठम्।,Dry wood.
ārdram,आर्द्रम्,wet,adjective,general,आर्द्रं वस्त्रम्।,Wet clothes.
svastham,स्वस्थम्,healthy,adjective,general,स्वस्थः बालकः।,A healthy child.
asvastham,अस्वस्थम्,sick,adjective,general,अस्वस्थः जनः।,A sick person.
vikṛitam,विकृतम्,ugly,adjective,general,विकृतं मुखम्।,An ugly face.
sulabham,सुलभम्,easy,adjective,general,सुलभं कार्यम्।,An easy task.
duṣhkaram,दुष्करम्,difficult,adjective,general,दुष्करः पर्वतः।,A difficult mountain.
uchchasvaram,उच्चस्वरम्,loud,adjective,general,उच्चस्वरः शब्दः।,A loud sound.
niḥśhabdam,निःशब्दम्,quiet,adjective,general,निःशब्दं वनम्।,A quiet forest.
unnatam,उन्नतम्,tall,adjective,general,उन्नतः वृक्षः।,A tall tree.
avanatam,अवनतम्,short (height),adjective,general,अवनतः पुरुषः।,A short man.
sarah,सरल,straight,adjective,general,सरलः मार्गः।,A straight path.
vakraḥ,वक्र,curved,adjective,general,वक्रा नदी।,A curved river.
saṅkīrṇam,संकीर्णम्,narrow,adjective,general,संकीर्णः पन्थाः।,A narrow path.
vistīrṇam,विस्तीर्णम्,wide,adjective,general,विस्तीर्णं क्षेत्रम्।,A wide field.
snigdham,स्निग्धम्,smooth,adjective,general,स्निग्धं तैलम्।,Smooth oil.
kharam,खरम्,rough,adjective,general,खरः प्रदेशः।,A rough region.
varṇadharmī,वर्णधर्मी,colorful,adjective,general,वर्णधर्मी वस्त्रम्।,Colorful clothes.
nirvarṇam,निर्वर्णम्,colorless,adjective,general,निर्वर्णं जलम्।,Colorless water.
nūtanam,नूतनम्,fresh,adjective,general,नूतनं फलम्।,Fresh fruit.
purāṇam,पुराणम्,stale,adjective,general,पुराणं भोजनम्।,Stale food.
ārambhaḥ,आरम्भः,beginning,noun,general,आरम्भः सर्वदा कठिनः।,The beginning is always difficult.
antaḥ,अन्तः,end,noun,general,अन्तः सुखदः भवति।,The end becomes pleasant.
puṣhṭikaraḥ,पुष्टिकरः,nutritious,adjective,general,पुष्टिकरं दुग्धं शिशोः हितकरम्।,Nutritious milk is good for the child.
pakvaḥ,पक्वः,ripe,adjective,general,पक्वं फलं खाद्यते।,Ripe fruit is eaten.
ajñaḥ,अज्ञः,raw,adjective,general,अज्ञं मांसं न खाद्यते।,Raw meat is not eaten.
paktaḥ,पक्तः,cooked,adjective,general,पक्तं भोजनं स्वादिष्टम्।,Cooked food is delicious.
talitaḥ,तलितः,fried,adjective,general,तलितः वटकः क्रिस्पः।,The fried fritter is crisp.
sudāmyataḥ,सुदाम्यतः,grilled,adjective,general,सुदाम्यतः मांसं सुगन्धितम्।,The grilled meat is aromatic.
bhasmībhavitaḥ,भस्मीभवितः,roasted,adjective,general,भस्मीभवितः मक्का स्वादुः।,The roasted corn is tasty.
masālābhipūritaḥ,मसालाभिपूरितः,seasoned,adjective,general,मसालाभिपूरितं भोजनं रुचिकरम्।,Seasoned food is palatable.
yātāyātaḥ,यातायातः,transportation,noun,general,यातायातः स्थानान्तरणसाधनम्।,Transportation is a means of relocation.
vāhanam,वाहनम्,vehicle,noun,general,वाहनं यात्रासाधनम्।,Vehicle is a means of travel.
namaste,नमस्ते,hello,interjection,greetings,नमस्ते, भवतः नाम किम्?
svāgatam,स्वागतम्,welcome,interjection,greetings,स्वागतम्, कृपया प्रविशतु।
suprabhātam,सुप्रभातम्,good morning,interjection,greetings,सुप्रभातम्, भवान् कथं अस्ति?
śubharātriḥ,शुभरात्रिः,good night,interjection,greetings,शुभरात्रिः, सुखं स्वप्नं पश्यतु।
punarmilāmaḥ,पुनर्मिलामः,see you again,interjection,greetings,पुनर्मिलामः श्वः।,See you again tomorrow.
ābhaṇam,आभणम्,greeting,noun,greetings,आभणेन मैत्री दृढा भवति।,Friendship becomes strong with greeting.
pranāmaḥ,प्रणामः,salutation,noun,greetings,प्रणामं कृत्वा गुरुं नमति।,Bowing with salutation to teacher.
asīṣṭam,असीष्टम्,farewell,interjection,greetings,असीष्टम्, सुरक्षितं यात्रां कुरु।
māṅgalyam,माङ्गल्यम्,congratulations,noun,greetings,माङ्गल्यं विवाहे दीयते।,Congratulations are given at wedding.
svasthyam,स्वास्थ्यम्,health,noun,health,स्वास्थ्यं सर्वार्थसाधनम्।,Health is the means to accomplish all goals.
ārogyam,आरोग्यम्,well-being,noun,health,आरोग्यं महत् धनम्।,Well-being is great wealth.
nīrogī,नीरोगी,healthy person,noun,health,नीरोगी सदा सुखी।,Healthy person is always happy.
pustam,पुष्टम्,nourished,adjective,health,पुष्टः शरीरः आरोग्यं धारयति।,Nourished body maintains health.
prāṇaḥ,प्राणः,life energy,noun,health,प्राणः सर्वस्य मूलम्।,Life energy is root of everything.
jīvanam,जीवनम्,life,noun,health,जीवनं स्वास्थ्येन सुखम्।,Life is happy with health.
śaktī,शक्ती,strength,noun,health,शक्त्या कार्यं सिद्ध्यति।,Work is accomplished by strength.
ūrjā,ऊर्जा,energy,noun,health,ऊर्जा कर्मणि उपयुज्यते।,Energy is used in work.
vṛddhiḥ,वृद्धिः,growth,noun,health,वृद्धिः स्वास्थ्यलक्षणम्।,Growth is a sign of health.
śāstra,शास्त्र,study,noun,hobbies,शास्त्रं ज्ञानं वर्धयति。,Study increases knowledge।
pustaka,पुस्तक,book reading,noun,hobbies,पुस्तकपाठनं रुचिकरम्।,Book reading is interesting।
saṁgraha,संग्रह,collection,noun,hobbies,संग्रहः वस्तूनां एकत्रीकरणम्।,Collection is gathering of things।
saṅgīta,संगीत,music practice,noun,hobbies,संगीताभ्यासः नित्यं क्रियते।,Music practice is done daily。
dr̥śya,दृश्य,viewing,noun,hobbies,दृश्यसेवनं नेत्राणां क्रीडा।,Viewing is play for eyes।
kalpanā,कल्पना,imagination,noun,hobbies,कल्पना मनसः क्रीडा।,Imagination is play of mind।
sthālī,स्थाली,cooking pot,noun,household,स्थाल्यां भोजनं पच्यते।,Food is cooked in cooking pot.
thālī,थाली,plate,noun,household,थाल्यां भोजनं दीयते।,Food is served on plate.
khanḍaḥ,खण्डः,spoon,noun,household,खण्डेन सूपः खाद्यते।,Soup is eaten with spoon.
chamasaḥ,चमसः,ladel,noun,household,चमसेन सूपः आनीयते।,Soup is brought with ladle.
pānapātraṃ,पानपात्रं,drinking vessel,noun,household,पानपात्रे जलं पीयते।,Water is drunk from drinking vessel.
sūpaḥ,सूपः,needle,noun,household,सूच्या वस्त्रं सीयते।,Cloth is stitched with needle.
sūtraṃ,सूत्रं,thread,noun,household,सूत्रेण सूची योज्यते।,Needle is attached with thread.
chātraṃ,छात्रं,umbrella,noun,household,छात्रेण वर्षा निवार्यते।,Rain is prevented with umbrella.
śaucam,शौचम्,cleanliness,noun,hygiene,शौचं धर्मस्य आदिमं लक्षणम्।,Cleanliness is the first sign of religion.
snānam,स्नानम्,bathing,noun,hygiene,स्नानं शरीरशुद्धिकरम्।,Bathing purifies body.
dantamārjanam,दन्तमार्जनम्,tooth brushing,noun,hygiene,दन्तमार्जनं दन्तान् रक्षति।,Tooth brushing protects teeth.
hastaprakṣālanam,हस्तप्रक्षालनम्,hand washing,noun,hygiene,हस्तप्रक्षालनं रोगनिवारकम्।,Hand washing prevents diseases.
śuddhiḥ,शुद्धिः,purity,noun,hygiene,शुद्धिः बाह्याभ्यन्तरा भवेत्।,Purity should be external and internal.
prakshālanam,प्रक्षालनम्,washing,noun,hygiene,प्रक्षालनेन वस्त्रं शुध्यते।,Cloth is purified by washing.
śodhanam,शोधनम्,purification,noun,hygiene,शोधनं जलं पेयम् करोति।,Purification makes water drinkable.
pavitratā,पवित्रता,sanitation,noun,hygiene,पवित्रता स्वास्थ्याय आवश्यकी।,Sanitation is necessary for health.
malāpagamah,मलापगमः,waste removal,noun,hygiene,मलापगमः आरोग्यं रक्षति।,Waste removal protects health.
rogī,रोगी,sick person,noun,illness,रोगी वैद्यं पश्यति।,Sick person sees doctor.
pīḍā,पीडा,suffering,noun,illness,पीडा रोगेण भवति।,Suffering comes with disease.
klāntaḥ,क्लान्तः,exhausted,adjective,illness,क्लान्तः शय्यां सेवते।,Exhausted person serves the bed.
āsannaḥ,आसन्नः,afflicted,adjective,illness,आसन्नः औषधं याचते।,Afflicted person asks for medicine.
glānī,ग्लानी,debility,noun,illness,ग्लानी कर्मणि बाधा।,Debility is obstacle in work.
giriḥ,गिरिः,hill,noun,landforms,गिरिः ऊर्ध्वं गच्छति।,Hill goes upward。
śikharaḥ,शिखरः,peak,noun,landforms,शिखरः पर्वतस्य शिरः।,Peak is head of mountain।
kandarā,कन्दरा,cave,noun,landforms,कन्दरायां सिंहः वसति。,Lion lives in cave।
prasravaṇa,प्रस्रवण,waterfall,noun,landforms,प्रस्रवणः जलं पतति।,Waterfall water falls。
bhūmiḥ,भूमिः,land,noun,landforms,भूमिः सर्वस्य आधारः।,Land is base of everything।
tala,तल,plain,noun,landforms,तले कृषिः क्रियते。,Farming is done on plain।
maru,मरु,desert,noun,landforms,मरौ जलं दुर्लभम्।,Water is scarce in desert।
guhā,गुहा,grotto,noun,landforms,गुहायां ऋषिः तपः करोति。,Sage does penance in grotto。
nyāyaḥ,न्यायः,justice,noun,law,न्यायः न्यायिकनिर्णयः।,Justice is judicial decision.
kānūnaḥ,कानूनः,law,noun,law,कानूनः सामाजिकनियमः।,Law is a social rule.
aparādhaḥ,अपराधः,crime,noun,law,अपराधः नियमभङ्गः।,Crime is rule breaking.
pulisaḥ,पुलिसः,police,noun,law,पुलिसः नियमरक्षकः।,Police is rule protector.
nyāyālayaḥ,न्यायालयः,court,noun,law,न्यायालये न्यायः दीयते।,Justice is given in court.
nyāyādhīśhaḥ,न्यायाधीशः,judge,noun,law,न्यायाधीशः न्यायदाता।,Judge is giver of justice.
pura,पुर,town,noun,locations,पुरे विद्यालयः अस्ति।,There is school in town।
āśrama,आश्रम,hermitage,noun,locations,आश्रमे ऋषिः वसति।,Sage lives in hermitage।
tīrtha,तीर्थ,sacred place,noun,locations,तीर्थे लोकाः पूजां कुर्वन्ति।,People do worship at sacred place।
mānam,मानम्,measure,noun,measurement,मानं सर्वत्र उपयुज्यते।,Measure is used everywhere।
pramāṇaṃ,प्रमाणं,standard,noun,measurement,प्रमाणं यथार्थतायै।,Standard for accuracy।
dairghyaṃ,दैर्घ्यं,length,noun,measurement,दैर्घ्यं यवानां मापः।,Length is measurement of barleycorns।
prathatā,प्रथता,width,noun,measurement,प्रथता वस्त्रस्य मापः।,Width is measurement of cloth।
gabhīratā,गभीरता,depth,noun,measurement,गभीरता सरोवरस्य।,Depth of lake।
uccatā,उच्चता,height,noun,measurement,उच्चता पर्वतस्य।,Height of mountain।
āyatanaṃ,आयतनं,volume,noun,measurement,आयतनं घनस्य मापः।,Volume is measurement of cube।
dravyaṃ,द्रव्यं,mass,noun,measurement,द्रव्यं भारेण ज्ञायते।,Mass is known by weight।
paridhi,परिधि,circumference,noun,measurement,परिधि वृत्तस्य मापः।,Circumference is measurement of circle।
auṣhadham,औषधम्,medicine,noun,medical,औषधं रोगनिवारकम्।,Medicine is disease-preventing.
auṣhadhavidhiḥ,औषधविधिः,prescription,noun,medical,औषधविधिः चिकित्सकस्य लेखः।,Prescription is doctor's writing.
rogānumānam,रोगानुमानम्,diagnosis,noun,medical,रोगानुमानं रोगस्य निर्धारणम्।,Diagnosis is determination of disease.
lakṣhaṇam,लक्षणम्,symptom,noun,medical,लक्षणं रोगसूचकम्।,Symptom indicates disease.
rogaḥ,रोगः,disease,noun,medical,रोगः शरीरस्य अस्वास्थ्यम्।,Disease is bodily ill-health.
saṅkramaṇam,संक्रमणम्,infection,noun,medical,संक्रमणं सूक्ष्मजीवैः भवति।,Infection is caused by microbes.
vyādhiḥ,व्याधिः,illness,noun,medical,व्याधिः दीर्घकालिकः रोगः।,Illness is a chronic disease.
duḥkhaḥ,दुःखः,pain,noun,medical,दुःखः कष्टदायकः।,Pain is distressing.
jvaraḥ,ज्वरः,fever,noun,medical,ज्वरः शरीरोष्मवृद्धिः।,Fever is increase in body temperature.
phlū,फ्लू,flu,noun,medical,फ्लू विषाणुजन्यः।,Flu is viral.
kāsaḥ,कासः,cough,noun,medical,कासः कण्ठस्य प्रतिक्रिया।,Cough is throat's reaction.
galagrahaṇam,गलग्रहणम्,sore throat,noun,medical,गलग्रहणे कण्ठः पीडितः।,Throat is afflicted in sore throat.
alarjī,अलर्जी,allergy,noun,medical,अलर्जी प्रतिरक्षाप्रतिक्रिया।,Allergy is an immune reaction.
damaḥ,दमः,asthma,noun,medical,दमे श्वासकष्टः भवति।,Breathing difficulty occurs in asthma.
hṛidayaghātaḥ,हृदयघातः,heart attack,noun,medical,हृदयघातः हृदयस्य रक्तसञ्चारभङ्गः।,Heart attack is disruption of heart's blood flow.
daurbalyam,दौर्बल्यम्,stroke,noun,medical,दौर्बल्यं मस्तिष्करक्तसञ्चारभङ्गः।,Stroke is disruption of brain's blood flow.
madhumehaḥ,मधुमेहः,diabetes,noun,medical,मधुमेहः रक्तशर्करावृद्धिः।,Diabetes is increase in blood sugar.
arbudaḥ,अर्बुदः,cancer,noun,medical,अर्बुदः कोशिकावृद्धिः।,Cancer is cell growth.
chikitsā,चिकित्सा,treatment,noun,medical,चिकित्सा रोगनिवारणम्।,Treatment is disease removal.
chikitsāpaddhatiḥ,चिकित्सापद्धतिः,therapy,noun,medical,चिकित्सापद्धतिः उपचारक्रमः।,Therapy is treatment procedure.
auṣhadham,औषधम्,medication,noun,medical,औषधं रोगशमनम्।,Medication is disease pacification.
ṭīkā,टीका,vaccine,noun,medical,टीका रोगप्रतिरक्षाकारी।,Vaccine is disease immunity creator.
śhalyachikitsā,शल्यचिकित्सा,surgery,noun,medical,शल्यचिकित्सा शस्त्रक्रिया।,Surgery is an operation with instruments.
śhalyachikitsā,शल्यचिकित्सा,operation,noun,medical,शल्यचिकित्सा शरीरस्य समाधानम्।,Surgery is rectification of the body.
upachārapūrṇatā,उपचारपूर्णता,recovery,noun,medical,उपचारपूर्णता स्वास्थ्यलाभः।,Recovery is regaining health.
svāsthyasevā,स्वास्थ्यसेवा,healthcare,noun,medical,स्वास्थ्यसेवा आरोग्यरक्षणम्।,Healthcare is health protection.
svasthatā,स्वस्थता,wellness,noun,medical,स्वस्थता समग्रस्वास्थ्यम्।,Wellness is holistic health.
phiṭanes,फिटनेस्,fitness,noun,medical,फिटनेस् शारीरिकसामर्थ्यम्।,Fitness is physical capability.
poṣhaṇam,पोषणम्,nutrition,noun,medical,पोषणं शरीरपोषकतत्त्वम्।,Nutrition is body nourishing element.
āhāraḥ,आहारः,diet,noun,medical,आहारः नियमितभोजनक्रमः।,Diet is a regular meal schedule.
vyāyāmaḥ,व्यायामः,exercise,noun,medical,व्यायामः शरीरकार्यम्।,Exercise is bodily work.
bheṣajam,भेषजम्,remedy,noun,medicine,भेषजं वैद्यः ददाति।,Doctor gives remedy.
jvaraghnam,ज्वरघ्नम्,fever medicine,noun,medicine,ज्वरघ्नं ज्वरं नाशयति।,Fever medicine destroys fever.
rasāyanam,रसायनम्,tonic,noun,medicine,रसायनं वयो रक्षति।,Tonic protects age.
kasaghnam,कासघ्नम्,cough medicine,noun,medicine,कासघ्नं कासं शमयति।,Cough medicine calms cough.
vedanāśamam,वेदनाशमम्,pain reliever,noun,medicine,वेदनाशमं वेदनां हरति।,Pain reliever removes pain.
nidrājananam,निद्राजननम्,sleeping pill,noun,medicine,निद्राजननं निद्रां आनयति।,Sleeping pill brings sleep.
pācanam,पाचनम्,digestive,noun,medicine,पाचनं अन्नं पचति।,Digestive digests food.
rogāri,रोगारि,disease enemy,noun,medicine,रोगारि रोगं निवारयति।,Disease enemy prevents disease.
mudrā,मुद्रा,coin,noun,money,मुद्रया क्रयः क्रियते।,Purchase is done with coin.
suvarṇam,सुवर्णम्,gold,noun,money,सुवर्णं मूल्यवत् अस्ति।,Gold is valuable.
rūpyam,रूप्यम्,silver,noun,money,रूप्यं सुवर्णात् लघु।,Silver is lighter than gold.
dīnāraḥ,दीनारः,currency,noun,money,दीनारेण व्यापारः भवति।,Trade happens with currency.
artham,अर्थम्,wealth,noun,money,अर्थेन सुखं लभ्यते।,Happiness is obtained with wealth.
āyaḥ,आयः,income,noun,money,आयेन जीवनं चलति।,Life runs with income.
vyayaḥ,व्ययः,expenditure,noun,money,व्ययं नियन्त्र्यम्।,Expenditure should be controlled.
gānaṃ,गानं,singing,noun,music,गानं कर्णसुखदं भवति।,Singing becomes pleasing to ears।
vādyaṃ,वाद्यम्,instrumental music,noun,music,वाद्यं हस्तैः क्रियते।,Instrumental music is done by hands।
tāla,ताल,rhythm,noun,music,तालं पादैः धार्यते।,Rhythm is maintained by feet。
svara,स्वर,note,noun,music,स्वरः सप्त भवन्ति।,There are seven notes।
rāga,राग,melody,noun,music,रागः हृदयं स्पृशति।,Melody touches heart।
gīta,गीत,song,noun,music,गीतं मधुरं भवति।,Song becomes sweet।
dhvani,ध्वनि,sound,noun,music,ध्वनिः श्रवणीयः भवति।,Sound becomes audible।
nāda,नाद,tone,noun,music,नादः उच्चः भवति।,Tone becomes high।
laya,लय,tempo,noun,music,लयः वेगेन भवति।,Tempo happens with speed。
sūryaḥ,सूर्यः,sun,noun,nature,सूर्यः उदेति।,Sun rises.
candraḥ,चन्द्रः,moon,noun,nature,चन्द्रः शीतलः अस्ति।,Moon is cool.
tāraḥ,तारः,star,noun,nature,ताराः दीप्यन्ते।,Stars shine.
meghaḥ,मेघः,cloud,noun,nature,मेघः वर्षति।,Cloud rains.
vṛkṣaḥ,वृक्षः,tree,noun,nature,वृक्षः फलति।,Tree bears fruit.
puṣpam,पुष्पं,flower,noun,nature,पुष्पं सुन्दरं अस्ति।,Flower is beautiful.
phalam,फलं,fruit,noun,nature,फलं स्वादु अस्ति।,Fruit is tasty.
parvataḥ,पर्वतः,mountain,noun,nature,पर्वतः उच्चः अस्ति।,Mountain is high.
nadī,नदी,river,noun,nature,नदी प्रवहति।,River flows.
sāgaraḥ,सागरः,ocean,noun,nature,सागरः विशालः अस्ति।,Ocean is vast.
vanyaḥ,वन्यः,forest,noun,nature,वन्यः सघनः अस्ति।,Forest is dense.
dhānyam,धान्यं,rice,noun,nature,धान्यं पचति।,Rice cooks.
kṣetram,क्षेत्रं,field,noun,nature,क्षेत्रं हरितं अस्ति।,Field is green.
vrīhiḥ,व्रीहिः,paddy,noun,nature,व्रीहिः कृष्यते।,Paddy is cultivated.
tailam,तैलं,oil,noun,nature,तैलं स्निग्धं अस्ति।,Oil is greasy.
ghṛtam,घृतं,ghee,noun,nature,घृतं पवित्रं अस्ति।,Ghee is pure.
kṣīram,क्षीरं,milk,noun,nature,क्षीरं पिबति।,Drinks milk.
dadhi,दधि,curd,noun,nature,दधि खादति।,Eats curd.
madhu,मधु,honey,noun,nature,मधु मधुरं अस्ति।,Honey is sweet.
lavanam,लवणं,salt,noun,nature,लवणं लवणीनं अस्ति।,Salt is salty.
uṣhṇam,उष्णम्,hot,adjective,nature,उष्णं जलम्।,Hot water.
śhītam,शीतम्,cold,adjective,nature,शीतं वायुः।,Cold wind.
pṛithvī,पृथ्वी,earth,noun,nature,पृथ्वी जीवनधारिणी।,Earth sustains life.
jalam,जलम्,water,noun,nature,जलं जीवनस्य आधारः।,Water is the basis of life.
agniḥ,अग्निः,fire,noun,nature,अग्निः उष्णतायाः स्रोतः।,Fire is a source of heat.
vāyuḥ,वायुः,air,noun,nature,वायुः अदृश्यः अस्ति।,Air is invisible.
ākāśhaḥ,आकाशः,sky,noun,nature,आकाशः नीलवर्णः।,The sky is blue.
grahaḥ,ग्रहः,planet,noun,nature,ग्रहः सूर्यं परिभ्रमति।,A planet revolves around the sun.
brahmāṇḍaḥ,ब्रह्माण्डः,universe,noun,nature,ब्रह्माण्डः विशालः अस्ति।,The universe is vast.
vātāvaraṇam,वातावरणम्,weather,noun,nature,वातावरणं वायुमण्डलस्य स्थितिः।,Weather is the state of the atmosphere.
tāpamānaḥ,तापमानः,temperature,noun,nature,तापमानः उष्णतामापकः।,Temperature is heat measure.
namanam,नमनम्,humidity,noun,nature,नमनं आर्द्रतामापकः।,Humidity is moisture measure.
varṣhaṇam,वर्षणम्,precipitation,noun,nature,वर्षणं जलबिन्दुपतनम्।,Precipitation is falling of water drops.
varṣhaḥ,वर्षः,rain,noun,nature,वर्षः जलधाराः।,Rain is streams of water.
himaḥ,हिमः,snow,noun,nature,हिमः हिमकणाः।,Snow is ice particles.
himajalam,हिमजलम्,sleet,noun,nature,हिमजलं हिममिश्रितवर्षा।,Sleet is rain mixed with snow.
hailaḥ,हैलः,hail,noun,nature,हैलः हिमगोलकाः।,Hail is ice balls.
dhūmram,धूम्रम्,fog,noun,nature,धूम्रं सान्द्रनीहारिका।,Fog is dense mist.
ābaḥ,आबः,mist,noun,nature,आबः लघुनीहारिका।,Mist is light fog.
vāyuḥ,वायुः,wind,noun,nature,वायुः वेगवान् भवति।,Wind becomes speedy.
tūphānaḥ,तूफानः,storm,noun,nature,तूफानः प्रचण्डवायुः।,Storm is fierce wind.
haṛatāla,हड़ताल,hurricane,noun,nature,हड़तालः चक्रवातः।,Hurricane is a cyclone.
ṭārṇāḍo,टॉर्नाडो,tornado,noun,nature,टॉर्नाडोः भीषणवायुः।,Tornado is a terrible wind.
bhūkampḥ,भूकम्पः,earthquake,noun,nature,भूकम्पः भूमिकम्पनम्।,Earthquake is ground shaking.
